processing_id	pmid
PID:0001272	30035127
PID:0001273	29915243
PID:0001274	29792670
PID:0001275	29698801
PID:0001276	29674015
PID:0001277	29963041
PID:0001278	29742893
PID:0001279	29902444
PID:0001280	29601100
PID:0001281	29880742
PID:0001282	29915593
PID:0001283	29603480
PID:0001284	30025558
PID:0001285	29926273
PID:0001286	29790113
PID:0001287	29671116
PID:0001288	29659839
PID:0001289	29580922
PID:0001290	29554481
PID:0001291	29486148
PID:0001292	29415204
PID:0001293	29408556
PID:0001294	28888781
PID:0001295	28844310
PID:0001296	29847599
PID:0001297	29843634
PID:0001298	29756626
PID:0001299	29593094
PID:0001300	29638128
PID:0001301	29638123
PID:0001302	29717213
PID:0001303	29567576
PID:0001304	29462429
PID:0001305	29408166
PID:0001306	29392831
PID:0001307	29390163
PID:0001308	29265394
PID:0001309	29215790
PID:0001310	29695737
PID:0001311	29569918
PID:0001312	29499182
PID:0001313	29475939
PID:0001314	29642865
PID:0001315	29610518
PID:0001316	29502397
PID:0001317	29528338
PID:0001318	29581010
PID:0001319	29366663
PID:0001320	29309776
PID:0001321	29098408
PID:0001322	29094304
PID:0001323	28753809
PID:0001324	29596443
PID:0001325	29558468
PID:0001326	29381688
PID:0001327	29356543
PID:0001328	29459780
PID:0001329	29306566
PID:0001330	29301793
PID:0001331	29274330
PID:0001332	29273237
PID:0001333	29130773
PID:0001334	28824170
PID:0001335	29157724
PID:0001336	29420575
PID:0001337	29402727
PID:0001338	29397367
PID:0001339	29285644
PID:0001340	29224385
PID:0001341	29197660
PID:0001342	28892262
PID:0001343	28749473
PID:0001344	29343722
PID:0001345	29343697
PID:0001346	28782717
PID:0001347	29324897
PID:0001348	29317657
PID:0001349	28892050
PID:0001350	30637706
PID:0001351	29865036
PID:0001352	29306434
PID:0001353	29136334
PID:0001354	29115020
PID:0001355	29019053
PID:0001356	28906588
PID:0001357	27643667
PID:0001358	29281684
PID:0001359	29268706
PID:0001360	29210428
PID:0001361	29262791
PID:0001362	29253870
PID:0001363	29185761
PID:0001364	29237757
PID:0001365	29232830
PID:0001366	29210993
PID:0001367	29207492
PID:0001368	29126476
PID:0001369	29090854
PID:0001370	29090617
PID:0001371	28987777
PID:0001372	28949141
PID:0001373	28914881
PID:0001374	28911924
PID:0001375	28632942
PID:0001376	29190714
PID:0001377	28745318
PID:0001378	29045792
PID:0001379	29101385
PID:0001380	29033370
PID:0001381	28973141
PID:0001382	28891400
PID:0001383	28869898
PID:0001384	28829050
PID:0001385	28782625
PID:0001386	28752594
PID:0001387	29143776
PID:0001388	29069089
PID:0001389	29066539
PID:0001390	29025558
PID:0001391	29085225
PID:0001392	28931639
PID:0001393	28974702
PID:0001394	28923942
PID:0001395	29072130
PID:0001396	28873000
PID:0001397	28808731
PID:0001398	28747502
PID:0001399	28742265
PID:0001400	28708980
PID:0001401	28661185
PID:0001402	28651174
PID:0001403	28628526
PID:0001404	28546465
PID:0001405	28360190
PID:0001406	28858492
PID:0001407	28951559
PID:0001408	28931878
PID:0001409	28820257
PID:0001410	28929132
PID:0001411	28579308
PID:0001412	28902916
PID:0001413	28685935
PID:0001414	28657654
PID:0001415	28627758
PID:0001416	28581490
PID:0001417	28561948
PID:0001418	28543513
PID:0001419	28514599
PID:0001420	28470743
PID:0001421	28860481
PID:0001422	28838917
PID:0001423	28760868
PID:0001424	28717006
PID:0001425	28617578
PID:0001426	28539445
PID:0001427	28793911
PID:0001428	28786963
PID:0001429	28628327
PID:0001430	28592491
PID:0001431	28771597
PID:0001432	28768188
PID:0001433	28765651
PID:0001434	28763000
PID:0001435	28585749
PID:0001436	28584151
PID:0001437	28529241
PID:0001438	28501198
PID:0001439	28749463
PID:0001440	28719662
PID:0001441	27591901
PID:0001442	28710419
PID:0001443	28652325
PID:0001444	28516782
PID:0001445	28395125
PID:0001446	28370937
PID:0001447	28198086
PID:0001448	28557363
PID:0001449	28692416
PID:0001450	28668893
PID:0001451	28495148
PID:0001452	28457853
PID:0001453	28411811
PID:0001454	28369504
PID:0001455	28186328
PID:0001456	28063873
PID:0001457	28025250
PID:0001458	28667249
PID:0001459	28487369
PID:0001460	28642461
PID:0001461	28632792
PID:0001462	28271508
PID:0001463	28514044
PID:0001464	28594851
PID:0001465	28444691
PID:0001466	28299522
PID:0001467	28274929
PID:0001468	27864899
PID:0001469	27355265
PID:0001470	28427937
PID:0001471	28403522
PID:0001472	28364041
PID:0001473	28490665
PID:0001474	28486931
PID:0001475	28621608
PID:0001476	28535888
PID:0001477	28454656
PID:0001478	28421667
PID:0001479	28334832
PID:0001480	28330896
PID:0001481	28296340
PID:0001482	28281872
PID:0001483	28279830
PID:0001484	28223431
PID:0001485	28025252
PID:0001486	28445724
PID:0001487	28420168
PID:0001488	28414807
PID:0001489	28397880
PID:0001490	28244758
PID:0001491	28471203
PID:0001492	28445316
PID:0001493	28388299
PID:0001494	28319808
PID:0001495	28317343
PID:0001496	28259967
PID:0001497	28151558
PID:0001498	28122943
PID:0001499	27995756
PID:0001500	27956365
PID:0001501	28361969
PID:0001502	28332627
PID:0001503	28188862
PID:0001504	28038447
PID:0001505	27957769
PID:0001506	27818049
PID:0001507	28287093
PID:0001508	28187432
PID:0001509	28262709
PID:0001510	28202231
PID:0001511	28169190
PID:0001512	28143737
PID:0001513	28031420
PID:0001514	28241428
PID:0001515	28223691
PID:0001516	28052004
PID:0001517	28188250
PID:0001518	28187738
PID:0001519	28165004
PID:0001520	30762989
PID:0001521	27973758
PID:0001522	27932526
PID:0001523	27919572
PID:0001524	27884659
PID:0001525	27822918
PID:0001526	27801529
PID:0001527	26714469
PID:0001528	28134773
PID:0001529	27705923
PID:0001530	27956183
PID:0001531	28210079
PID:0001532	27936566
PID:0001533	27920204
PID:0001534	27903635
PID:0001535	28027727
PID:0001536	28081565
PID:0001537	28076415
PID:0001538	29236390
PID:0001539	28808998
PID:0001540	28155619
PID:0001541	28155149
PID:0001542	27811210
PID:0001543	27781489
PID:0001544	27766363
PID:0001545	27641734
PID:0001546	26738850
PID:0001547	26507102
PID:0001548	27992432
PID:0001549	27837105
PID:0001550	27707924
PID:0001551	27958302
PID:0001552	27835877
PID:0001553	27793989
PID:0001554	27883257
PID:0001555	27763718
PID:0001556	27748735
PID:0001557	27650323
PID:0001558	27592383
PID:0001559	27492976
PID:0001560	27272472
PID:0001561	27038486
PID:0001562	26920336
PID:0001563	27933927
PID:0001564	27902713
PID:0001565	27893774
PID:0001566	27861506
PID:0001567	27851917
PID:0001568	27815444
PID:0001569	27722599
PID:0001570	27581986
PID:0001571	27767199
PID:0001572	27820858
PID:0001573	27683279
PID:0001574	27668936
PID:0001575	27639309
PID:0001576	27601404
PID:0001577	27595232
PID:0001578	27435935
PID:0001579	27343171
PID:0001580	27092648
PID:0001581	27036738
PID:0001582	26960182
PID:0001583	27764122
PID:0001584	27798002
PID:0001585	27620140
PID:0001586	27591256
PID:0001587	27489265
PID:0001588	27725718
PID:0001589	27588482
PID:0001590	27400395
PID:0001591	27668402
PID:0001592	27617431
PID:0001593	27150510
PID:0001594	27130882
PID:0001595	27542232
PID:0001596	27560542
PID:0001597	27542280
PID:0001598	27471271
PID:0001599	27611679
PID:0001600	27596163
PID:0001601	27500424
PID:0001602	27428249
PID:0001603	27354006
PID:0001604	27755965
PID:0001605	27294537
PID:0001606	27259834
PID:0001607	27249841
PID:0001608	27048836
PID:0001609	27506346
PID:0001610	27572267
PID:0001611	27557097
PID:0001612	27447199
PID:0001613	27429195
PID:0001614	27340870
PID:0001615	26592446
PID:0001616	27188544
PID:0001617	27377957
PID:0001618	27364686
PID:0001619	27271747
PID:0001620	27216702
PID:0001621	26968461
PID:0001622	26948687
PID:0001623	26721331
PID:0001624	27181357
PID:0001625	27447047
PID:0001626	27438765
PID:0001627	27357658
PID:0001628	27305427
PID:0001629	27413042
PID:0001630	27340743
PID:0001631	27428197
PID:0001632	27295536
PID:0001633	27216178
PID:0001634	27099319
PID:0001635	27059389
PID:0001636	26992329
PID:0001637	26931382
PID:0001638	26849673
PID:0001639	26733289
PID:0001640	26555707
PID:0001641	27367740
PID:0001642	27220889
PID:0001643	27328854
PID:0001644	27332733
PID:0001645	27259237
PID:0001646	27306703
PID:0001647	27302279
PID:0001648	26831718
PID:0001649	27295180
PID:0001650	27310476
PID:0001651	27272852
PID:0001652	27053713
PID:0001653	27003157
PID:0001654	26994652
PID:0001655	26880719
PID:0001656	26869352
PID:0001657	26763099
PID:0001658	26729242
PID:0001659	26511985
PID:0001660	27229623
PID:0001661	27279911
PID:0001662	27209430
PID:0001663	26720920
PID:0001664	27173519
PID:0001665	27161312
PID:0001666	27102571
PID:0001667	27052538
PID:0001668	27040092
PID:0001669	26931640
PID:0001670	26898938
PID:0001671	26840176
PID:0001672	26177396
PID:0001673	27001418
PID:0001674	27067270
PID:0001675	27060175
PID:0001676	26997434
PID:0001677	26951635
PID:0001678	26864319
PID:0001679	26813970
PID:0001680	26784534
PID:0001681	26762936
PID:0001682	26725750
PID:0001683	26743719
PID:0001684	26801611
PID:0001685	26806490
PID:0001686	26701615
PID:0001687	26956484
PID:0001688	26813784
PID:0001689	27363218
PID:0001690	26908325
PID:0001691	26853939
PID:0001692	26586612
PID:0001693	26582608
PID:0001694	26413851
PID:0001695	25814494
PID:0001696	26938549
PID:0001697	26901413
PID:0001698	26733198
PID:0001699	26840264
PID:0001700	26647853
PID:0001701	26831207
PID:0001702	26832966
PID:0001703	26829325
PID:0001704	26755743
PID:0001705	26724145
PID:0001706	26692014
PID:0001707	26687991
PID:0001708	26687723
PID:0001709	26598643
PID:0001710	26542967
PID:0001711	26494371
PID:0001712	26416714
PID:0001713	26411873
PID:0001714	26323258
PID:0001715	26282995
PID:0001716	26563517
PID:0001717	26768364
PID:0001718	26677875
PID:0001719	26740182
PID:0001720	26788922
PID:0001721	26781493
PID:0001722	26760037
PID:0001723	26455811
PID:0001724	26582203
PID:0001725	26641888
PID:0001726	27815471
PID:0001727	27647947
PID:0001728	27382576
PID:0001729	27082983
PID:0001730	27065039
PID:0001731	26950980
PID:0001732	26925665
PID:0001733	26723536
PID:0001734	26563422
PID:0001735	26558960
PID:0001736	26468543
PID:0001737	26440530
PID:0001738	26432292
PID:0001739	26335155
PID:0001740	26321095
PID:0001741	26296622
PID:0001742	26668398
PID:0001743	26670049
PID:0001744	26497208
PID:0001745	26683050
PID:0001746	26143470
PID:0001747	26595672
PID:0001748	26503433
PID:0001749	26488311
PID:0001750	26595420
PID:0001751	26477941
PID:0001752	26421933
PID:0001753	26378163
PID:0001754	26342810
PID:0001755	26333169
PID:0001756	26321244
PID:0001757	26296369
PID:0001758	25953484
PID:0001759	26605924
PID:0001760	26597154
PID:0001761	26569621
PID:0001762	26459514
PID:0001763	26448449
PID:0001764	26436649
PID:0001765	26657044
PID:0001766	26512544
PID:0001767	26295436
PID:0001768	26137907
PID:0001769	25630622
PID:0001770	26516768
PID:0001771	26426963
PID:0001772	26516900
PID:0001773	26495974
PID:0001774	26371250
PID:0001775	26444434
PID:0001776	26431551
PID:0001777	26401844
PID:0001778	26347193
PID:0001779	26389675
PID:0001780	26197448
PID:0001781	26063621
PID:0001782	25967588
PID:0001783	26162743
PID:0001784	26172302
PID:0001785	26390303
PID:0001786	26379128
PID:0001787	26405163
PID:0001788	26206179
PID:0001789	25979770
PID:0001790	26341632
PID:0001791	26244810
PID:0001792	26057990
PID:0001793	26247684
PID:0001794	26056329
PID:0001795	25934648
PID:0001796	25921242
PID:0001797	25885805
PID:0001798	25866077
PID:0001799	26304831
PID:0001800	26133503
PID:0001801	26029999
PID:0001802	26118689
PID:0001803	25845334
PID:0001804	26271046
PID:0001805	26239161
PID:0001806	26161579
PID:0001807	26146185
PID:0001808	26638424
PID:0001809	26258617
PID:0001810	26098314
PID:0001811	26081900
PID:0001812	25977069
PID:0001813	25876794
PID:0001814	26129647
PID:0001815	26209327
PID:0001816	26091356
PID:0001817	26086216
PID:0001818	26022737
PID:0001819	26132161
PID:0001820	26132001
PID:0001821	26052067
PID:0001822	25921843
PID:0001823	25779947
PID:0001824	25751231
PID:0001825	25744272
PID:0001826	26075387
PID:0001827	26075384
PID:0001828	25861849
PID:0001829	26074691
PID:0001830	26046317
PID:0001831	26044153
PID:0001832	25988425
PID:0001833	26042409
PID:0001834	25984915
PID:0001835	26057552
PID:0001836	25975956
PID:0001837	25932792
PID:0001838	25919639
PID:0001839	25908766
PID:0001840	25895876
PID:0001841	25813380
PID:0001842	26023780
PID:0001843	26021314
PID:0001844	26034352
PID:0001845	25860389
PID:0001846	25549724
PID:0001847	25974250
PID:0001848	25951175
PID:0001849	25875794
PID:0001850	25733690
PID:0001851	25725350
PID:0001852	25702281
PID:0001853	25587705
PID:0001854	25527429
PID:0001855	25497369
PID:0001856	25894755
PID:0001857	25885924
PID:0001858	25656175
PID:0001859	25724945
PID:0001860	25831126
PID:0001861	25653445
PID:0001862	25631091
PID:0001863	25361541
PID:0001864	25679360
PID:0001865	25813863
PID:0001866	25701785
PID:0001867	25807519
PID:0001868	25732693
PID:0001869	25762620
PID:0001870	25776265
PID:0001871	25665650
PID:0001872	25595436
PID:0001873	25573487
PID:0001874	25546301
PID:0001875	25525205
PID:0001876	25347993
PID:0001877	25248658
PID:0001878	25168691
PID:0001879	25358590
PID:0001880	25384978
PID:0001881	25650933
PID:0001882	25787909
PID:0001883	25452313
PID:0001884	25355679
PID:0001885	25325708
PID:0001886	25554420
PID:0001887	25628020
PID:0001888	25104432
PID:0001889	25212389
PID:0001890	25437919
PID:0001891	26543851
PID:0001892	26418972
PID:0001893	26261057
PID:0001894	26167486
PID:0001895	26084444
PID:0001896	25875452
PID:0001897	25553114
PID:0001898	25463607
PID:0001899	25305283
PID:0001900	25261856
PID:0001901	25174881
PID:0001902	24603981
PID:0001903	25384980
PID:0001904	25367120
PID:0001905	25344606
PID:0001906	25502795
PID:0001907	25422425
PID:0001908	25448307
PID:0001909	25327667
PID:0001910	25371992
PID:0001911	25476939
PID:0001912	25470275
PID:0001913	25339106
PID:0001914	25126693
PID:0001915	25086226
PID:0001916	24980941
PID:0001917	25422949
PID:0001918	25303614
PID:0001919	25451255
PID:0001920	25261472
PID:0001921	25246532
PID:0001922	25244057
PID:0001923	25184692
PID:0001924	25077556
PID:0001925	24946017
PID:0001926	25275660
PID:0001927	25234305
PID:0001928	25154914
PID:0001929	25071157
PID:0001930	25356051
PID:0001931	25298532
PID:0001932	25336120
PID:0001933	25051049
PID:0001934	25310463
PID:0001935	25155367
PID:0001936	25163606
PID:0001937	25135639
PID:0001938	25700025
PID:0001939	25189155
PID:0001940	24826891
PID:0001941	25159850
PID:0001942	25255877
PID:0001943	25249300
PID:0001944	25111627
PID:0001945	24690557
PID:0001946	25232251
PID:0001947	25157422
PID:0001948	24838315
PID:0001949	24840470
PID:0001950	25000981
PID:0001951	25365491
PID:0001952	24953560
PID:0001953	24842926
PID:0001954	24723043
PID:0001955	24766301
PID:0001956	25030168
PID:0001957	24914453
PID:0001958	24594592
PID:0001959	24931470
PID:0001960	24890740
PID:0001961	24850311
PID:0001962	24990883
PID:0001963	24854630
PID:0001964	24716439
PID:0001965	24698729
PID:0001966	24688092
PID:0001967	24674240
PID:0001968	24325898
PID:0001969	24975380
PID:0001970	24967714
PID:0001971	24780727
PID:0001972	24956119
PID:0001973	24928472
PID:0001974	24927126
PID:0001975	24814705
PID:0001976	24806200
PID:0001977	24838009
PID:0001978	24807840
PID:0001979	24799124
PID:0001980	24905406
PID:0001981	24891277
PID:0001982	24764143
PID:0001983	24737166
PID:0001984	24731729
PID:0001985	24709887
PID:0001986	24663386
PID:0001987	24628556
PID:0001988	24884783
PID:0001989	24833877
PID:0001990	24628331
PID:0001991	24776984
PID:0001992	24656965
PID:0001993	24589677
PID:0001994	24334764
PID:0001995	24251368
PID:0001996	24104458
PID:0001997	24733910
PID:0001998	24553072
PID:0001999	24508628
PID:0002000	24619076
PID:0002001	24732908
PID:0002002	24616167
PID:0002003	24575722
PID:0002004	24606112
PID:0002005	24569453
PID:0002006	24557531
PID:0002007	24502776
PID:0002008	24254641
PID:0002009	24122375
PID:0002010	24670114
PID:0002011	24671047
PID:0002012	24533899
PID:0002013	24498956
PID:0002014	24471499
PID:0002015	24422531
PID:0002016	24366620
PID:0002017	24352591
PID:0002018	24346772
PID:0002019	24246952
PID:0002020	24140550
PID:0002021	24117499
PID:0002022	24434586
PID:0002023	24490844
PID:0002024	24550271
PID:0002025	24239648
PID:0002026	23929302
PID:0002027	24393138
PID:0002028	24328148
PID:0002029	24495382
PID:0002030	24778281
PID:0002031	24391218
PID:0002032	24355054
PID:0002033	24327722
PID:0002034	24307588
PID:0002035	24281352
PID:0002036	24445261
PID:0002037	24297165
PID:0002038	24185138
PID:0002039	24372047
PID:0002040	25566667
PID:0002041	25556450
PID:0002042	25517304
PID:0002043	25478570
PID:0002044	25183900
PID:0002045	25123033
PID:0002046	25117242
PID:0002047	25117226
PID:0002048	25081672
PID:0002049	25036681
PID:0002050	25007177
PID:0002051	24945538
PID:0002052	24648610
PID:0002053	24643042
PID:0002054	24643037
PID:0002055	24190616
PID:0002056	24161698
PID:0002057	24138592
PID:0002058	24085812
PID:0002059	24085030
PID:0002060	23902602
PID:0002061	23830412
PID:0002062	23729393
PID:0002063	24377825
PID:0002064	24217250
PID:0002065	24386306
PID:0002066	24179160
PID:0002067	23754791
PID:0002068	24505948
PID:0002069	24211716
PID:0002070	24132651
PID:0002071	24118321
PID:0002072	23969014
PID:0002073	23906978
PID:0002074	23845007
PID:0002075	23829188
PID:0002076	23639628
PID:0002077	24079330
PID:0002078	24097984
PID:0002079	24232099
PID:0002080	24172896
PID:0002081	24106207
PID:0002082	24027776
PID:0002083	24097413
PID:0002084	24083620
PID:0002085	24068663
PID:0002086	23993394
PID:0002087	23970118
PID:0002088	23894188
PID:0002089	23878401
PID:0002090	23392767
PID:0002091	24204874
PID:0002092	24302979
PID:0002093	24147084
PID:0002094	24143207
PID:0002095	23876858
PID:0002096	24116015
PID:0002097	24115818
PID:0002098	23964702
PID:0002099	23986452
PID:0002100	23984816
PID:0002101	26036234
PID:0002102	24204277
PID:0002103	24072600
PID:0002104	23956151
PID:0002105	23903848
PID:0002106	23836919
PID:0002107	23824536
PID:0002108	23775887
PID:0002109	23764502
PID:0002110	23640812
PID:0002111	23307043
PID:0002112	24077408
PID:0002113	23926108
PID:0002114	24068863
PID:0002115	23880769
PID:0002116	24039863
PID:0002117	23882465
PID:0002118	24039759
PID:0002119	23889230
PID:0002120	23855414
PID:0002121	24068891
PID:0002122	23999306
PID:0002123	23684751
PID:0002124	23439616
PID:0002125	22658569
PID:0002126	23770070
PID:0002127	23991039
PID:0002128	23991019
PID:0002129	23912186
PID:0002130	23908400
PID:0002131	23814067
PID:0002132	23878318
PID:0002133	23830458
PID:0002134	23782692
PID:0002135	24018448
PID:0002136	23815085
PID:0002137	23956261
PID:0002138	23780530
PID:0002139	23775548
PID:0002140	23708401
PID:0002141	23708057
PID:0002142	23670858
PID:0002143	23640779
PID:0002144	23580236
PID:0002145	23819648
PID:0002146	23896595
PID:0002147	23874792
PID:0002148	23622526
PID:0002149	23708606
PID:0002150	23700291
PID:0002151	23690231
PID:0002152	23594311
PID:0002153	23542315
PID:0002154	23507965
PID:0002155	23507963
PID:0002156	23241603
PID:0002157	23763610
PID:0002158	23801858
PID:0002159	23799130
PID:0002160	23583871
PID:0002161	23524144
PID:0002162	23615909
PID:0002163	23586699
PID:0002164	23762286
PID:0002165	23528733
PID:0002166	23616304
PID:0002167	23760703
PID:0002168	23624942
PID:0002169	23617619
PID:0002170	23563846
PID:0002171	23417432
PID:0002172	23335066
PID:0002173	23322672
PID:0002174	23171684
PID:0002175	23470981
PID:0002176	23714211
PID:0002177	23553723
PID:0002178	23704916
PID:0002179	23548905
PID:0002180	23651459
PID:0002181	23406260
PID:0002182	23380952
PID:0002183	23371026
PID:0002184	23359458
PID:0002185	23078850
PID:0002186	23078847
PID:0002187	23574147
PID:0002188	23637900
PID:0002189	23446997
PID:0002190	23593224
PID:0002191	23579955
PID:0002192	23530120
PID:0002193	23526252
PID:0002194	23400704
PID:0002195	23360821
PID:0002196	23358684
PID:0002197	23322582
PID:0002198	23274891
PID:0002199	23122537
PID:0002200	23030500
PID:0002201	22878593
PID:0002202	22544341
PID:0002203	23412104
PID:0002204	23351704
PID:0002205	23368525
PID:0002206	23380366
PID:0002207	23362327
PID:0002208	23340741
PID:0002209	23209031
PID:0002210	23312704
PID:0002211	23030766
PID:0002212	23355685
PID:0002213	23345451
PID:0002214	23165940
PID:0002215	23088875
PID:0002216	23035012
PID:0002217	23079531
PID:0002218	23259747
PID:0002219	23344455
PID:0002220	23205564
PID:0002221	24367138
PID:0002222	24174970
PID:0002223	24042097
PID:0002224	23929104
PID:0002225	23772422
PID:0002226	23764939
PID:0002227	23725156
PID:0002228	23673380
PID:0002229	23666732
PID:0002230	23666731
PID:0002231	23658524
PID:0002232	23573304
PID:0002233	23565193
PID:0002234	23555902
PID:0002235	23555846
PID:0002236	23536887
PID:0002237	23531746
PID:0002238	23509786
PID:0002239	23505965
PID:0002240	23388171
PID:0002241	23365681
PID:0002242	23325490
PID:0002243	23296540
PID:0002244	23296539
PID:0002245	23163552
PID:0002246	23090970
PID:0002247	23035753
PID:0002248	22998734
PID:0002249	23115247
PID:0002250	23250773
PID:0002251	23115267
PID:0002252	23140396
PID:0002253	23088960
PID:0002254	23023583
PID:0002255	23019309
PID:0002256	23000574
PID:0002257	22733016
PID:0002258	23035125
PID:0002259	22914441
PID:0002260	22884622
PID:0002261	23098908
PID:0002262	23019334
PID:0002263	23072501
PID:0002264	23009651
PID:0002265	22930475
PID:0002266	22795310
PID:0002267	22766194
PID:0002268	23009725
PID:0002269	23082053
PID:0002270	22908222
PID:0002271	22901307
PID:0002272	23211310
PID:0002273	22847935
PID:0002274	22805123
PID:0002275	22761399
PID:0002276	22714643
PID:0002277	22527611
PID:0002278	22333033
PID:0002279	22946557
PID:0002280	22846995
PID:0002281	22827608
PID:0002282	22791304
PID:0002283	22751611
PID:0002284	22727214
PID:0002285	22691873
PID:0002286	22653662
PID:0002287	22621344
PID:0002288	22573871
PID:0002289	22435486
PID:0002290	22241690
PID:0002291	22233759
PID:0002292	22909383
PID:0002293	22830976
PID:0002294	22733823
PID:0002295	22722940
PID:0002296	22812480
PID:0002297	22681552
PID:0002298	22776203
PID:0002299	22946917
PID:0002300	22903841
PID:0002301	22718031
PID:0002302	22632844
PID:0002303	22585296
PID:0002304	22534569
PID:0002305	22534568
PID:0002306	22522600
PID:0002307	22161576
PID:0002308	21459485
PID:0002309	22687240
PID:0002310	22665489
PID:0002311	22654114
PID:0002312	22537809
PID:0002313	22645129
PID:0002314	22814645
PID:0002315	22623153
PID:0002316	22561245
PID:0002317	22529110
PID:0002318	22502817
PID:0002319	22446378
PID:0002320	22393263
PID:0002321	22147427
PID:0002322	21883895
PID:0002323	21823122
PID:0002324	22549775
PID:0002325	22511785
PID:0002326	22446589
PID:0002327	22433989
PID:0002328	22375065
PID:0002329	22496445
PID:0002330	22551306
PID:0002331	22547830
PID:0002332	21780104
PID:0002333	22428527
PID:0002334	22494190
PID:0002335	22439797
PID:0002336	22396535
PID:0002337	22774396
PID:0002338	22593503
PID:0002339	22531441
PID:0002340	22492877
PID:0002341	22467923
PID:0002342	22467657
PID:0002343	22292921
PID:0002344	22127564
PID:0002345	21814724
PID:0002346	21384133
PID:0002347	22454501
PID:0002348	22334671
PID:0002349	22329400
PID:0002350	22304416
PID:0002351	22455307
PID:0002352	22434757
PID:0002353	22345481
PID:0002354	22326797
PID:0002355	22322304
PID:0002356	22266356
PID:0002357	22143985
PID:0002358	22119618
PID:0002359	21901274
PID:0002360	22365690
PID:0002361	22339094
PID:0002362	22404873
PID:0002363	22245799
PID:0002364	22266649
PID:0002365	22256781
PID:0002366	22407978
PID:0002367	22345337
PID:0002368	22257732
PID:0002369	22247351
PID:0002370	22159147
PID:0002371	21784171
PID:0002372	22101319
PID:0002373	22232548
PID:0002374	22212498
PID:0002375	22247051
PID:0002376	22305527
PID:0002377	21933024
PID:0002378	22196688
PID:0002379	22192629
PID:0002380	22133299
PID:0002381	22078074
PID:0002382	21951299
PID:0002383	21938743
PID:0002384	21880669
PID:0002385	21853445
PID:0002386	21846691
PID:0002387	22037359
PID:0002388	22045343
PID:0002389	22171012
PID:0002390	23272204
PID:0002391	23226363
PID:0002392	23189185
PID:0002393	23166499
PID:0002394	23029261
PID:0002395	22984528
PID:0002396	22952606
PID:0002397	22949868
PID:0002398	22949810
PID:0002399	22876187
PID:0002400	22873100
PID:0002401	22808038
PID:0002402	22782562
PID:0002403	22558368
PID:0002404	22511870
PID:0002405	22496731
PID:0002406	22466566
PID:0002407	22377734
PID:0002408	22251795
PID:0002409	22179780
PID:0002410	22006247
PID:0002411	21351089
PID:0002412	22230788
PID:0002413	22025563
PID:0002414	21908519
PID:0002415	22037582
PID:0002416	22152070
PID:0002417	22180208
PID:0002418	22180206
PID:0002419	22126980
PID:0002420	21986994
PID:0002421	21948103
PID:0002422	21940909
PID:0002423	21866091
PID:0002424	21792595
PID:0002425	21740504
PID:0002426	21937449
PID:0002427	21840429
PID:0002428	21933892
PID:0002429	21978954
PID:0002430	21937430
PID:0002431	21930713
PID:0002432	21913655
PID:0002433	21939225
PID:0002434	22025252
PID:0002435	21896636
PID:0002436	21894191
PID:0002437	21859949
PID:0002438	21540305
PID:0002439	21263059
PID:0002440	21878645
PID:0002441	21945438
PID:0002442	21892456
PID:0002443	21835922
PID:0002444	21833408
PID:0002445	21784733
PID:0002446	21777690
PID:0002447	21689629
PID:0002448	21852454
PID:0002449	21784854
PID:0002450	21776491
PID:0002451	21645500
PID:0002452	22024437
PID:0002453	21900571
PID:0002454	21592467
PID:0002455	21514575
PID:0002456	21980282
PID:0002457	21933110
PID:0002458	21807702
PID:0002459	21751362
PID:0002460	21697467
PID:0002461	21540232
PID:0002462	21327939
PID:0002463	21159783
PID:0002464	21857663
PID:0002465	21841799
PID:0002466	21838882
PID:0002467	21808280
PID:0002468	21784819
PID:0002469	21732554
PID:0002470	21679745
PID:0002471	21577212
PID:0002472	21507904
PID:0002473	21493886
PID:0002474	21287531
PID:0002475	21285129
PID:0002476	21801421
PID:0002477	21763489
PID:0002478	21606496
PID:0002479	21561871
PID:0002480	21795794
PID:0002481	21710557
PID:0002482	21612289
PID:0002483	21550977
PID:0002484	21534635
PID:0002485	21437874
PID:0002486	21326171
PID:0002487	21062782
PID:0002488	21324343
PID:0002489	21515679
PID:0002490	21505696
PID:0002491	21521691
PID:0002492	21493714
PID:0002493	21526855
PID:0002494	21513341
PID:0002495	21577142
PID:0002496	21538882
PID:0002497	21467232
PID:0002498	21447706
PID:0002499	21392166
PID:0002500	21294229
PID:0002501	21153482
PID:0002502	20953890
PID:0002503	21527252
PID:0002504	21469647
PID:0002505	21417406
PID:0002506	21385876
PID:0002507	21502532
PID:0002508	21617214
PID:0002509	21505105
PID:0002510	21487242
PID:0002511	21432854
PID:0002512	21402800
PID:0002513	21127012
PID:0002514	21269602
PID:0002515	21344374
PID:0002516	21411810
PID:0002517	21383503
PID:0002518	21366235
PID:0002519	21214223
PID:0002520	21168523
PID:0002521	20872241
PID:0002522	20680400
PID:0002523	21255629
PID:0002524	21435201
PID:0002525	21329670
PID:0002526	21121644
PID:0002527	20473945
PID:0002528	21193402
PID:0002529	21385452
PID:0002530	21305626
PID:0002531	21173959
PID:0002532	21142185
PID:0002533	21133419
PID:0002534	21343375
PID:0002535	21143236
PID:0002536	21030537
PID:0002537	20887211
PID:0002538	21194532
PID:0002539	21195444
PID:0002540	21173148
PID:0002541	21308921
PID:0002542	21308915
